beta.(Intercept),beta.veg1,alpha.(Intercept),alpha.sal,alpha.twg,delta.(Intercept),delta.sal,delta.fish,delta.turb
-0.6808856,1.624791,0.6160289,-0.01199075,0.006107897,1.176716,-0.04451289,-0.001271216,0.001421063
-0.320406,0.7860875,0.6160289,-0.01199075,0.006107897,1.082411,-0.04534316,-0.001987793,0.002397022
-0.8113904,1.291137,1.217794,-0.02548609,0.004039675,0.7912241,-0.03570028,-0.001619575,0.00253188
-0.8113904,1.291137,1.039711,-0.02048398,0.003945458,0.9344103,-0.04694261,-0.0007964515,0.002406664
-0.8113904,1.291137,1.560531,-0.04010459,-0.003565889,0.9344103,-0.04694261,-0.0007964515,0.002406664
-0.7843972,1.579533,1.13715,-0.02134665,-0.001505648,1.06677,-0.05047255,-0.001283772,0.002431179
-1.306286,1.719593,1.308494,-0.03775335,0.004016913,1.024787,-0.04324909,-0.0009247087,0.001932126
-0.9616478,1.773425,1.225824,-0.02559289,-0.001929926,0.9387897,-0.03978998,-0.001138509,0.002301926
-1.304536,2.505467,1.225824,-0.02559289,-0.001929926,0.916465,-0.04121169,-0.001507034,0.002562462
-0.6557053,1.842484,1.39078,-0.04398965,-0.001304697,1.014198,-0.041737,-0.001138631,0.001904247
-0.6557053,1.842484,1.131967,-0.02850109,-0.001806585,1.220901,-0.0384662,-0.001267994,0.001467397
-0.6557053,1.842484,1.131967,-0.02850109,-0.001806585,1.175781,-0.03647582,-0.001045684,0.001301022
-0.6557053,1.842484,1.299479,-0.02943995,-0.001603558,1.101686,-0.03774572,-0.00175344,0.00186432
-0.6557053,1.842484,1.389593,-0.03500008,0.001098793,1.054758,-0.0363699,-0.001475651,0.00172723
-0.5279427,1.762562,0.9608891,-0.03150072,-0.000740076,1.217614,-0.04227873,-0.002133502,0.001991627
-0.1041298,0.5224512,0.9608891,-0.03150072,-0.000740076,1.046433,-0.04265922,-0.001950314,0.002434904
-0.7865759,1.777053,1.071269,-0.02423663,0.002924025,0.9640356,-0.04483603,-0.001405211,0.002647801
-1.025853,1.677199,1.417253,-0.03665495,0.0003142682,1.060597,-0.04299651,-0.001715974,0.002470818
-1.025853,1.677199,0.8484459,-0.01773671,0.006682061,1.074669,-0.03527573,-0.0009203584,0.00130923
-1.025853,1.677199,0.8484459,-0.01773671,0.006682061,1.226769,-0.04452374,-0.001479923,0.001644192
-0.7075009,1.636563,0.8484459,-0.01773671,0.006682061,0.9239112,-0.03716494,-0.001366433,0.002367453
-1.085823,2.162849,1.377938,-0.03505913,-0.005082535,0.9694751,-0.04177481,-0.00133362,0.00225469
-1.373183,2.323467,1.136477,-0.03182991,0.0007406931,1.079334,-0.04464774,-0.001153305,0.002123056
-0.5545725,1.163678,1.173249,-0.02823258,-0.0004052929,0.9810086,-0.04078701,-0.00142121,0.002302537
-0.4673062,0.7974565,0.9380595,-0.02090551,0.002543819,0.8926472,-0.03782528,-0.001081057,0.002354039
-0.4673062,0.7974565,1.230652,-0.02952456,0.001347473,1.128859,-0.0494461,-0.001702407,0.002546914
-0.4673062,0.7974565,1.086164,-0.0203882,-0.002115985,1.086601,-0.03944504,-0.001098944,0.001806846
-0.4673062,0.7974565,1.066356,-0.02819063,0.003556579,1.045334,-0.03695682,-0.001492721,0.002185909
-0.4673062,0.7974565,1.157952,-0.03358412,0.003660225,0.951208,-0.04438919,-0.001470222,0.002771434
-1.114544,1.728128,1.157952,-0.03358412,0.003660225,0.951208,-0.04438919,-0.001470222,0.002771434
-1.020245,1.959672,1.426735,-0.03373756,-0.000542531,0.869973,-0.04069698,-0.001132421,0.002529933
-0.9132653,1.388311,1.150845,-0.02171594,0.0008359966,1.139654,-0.0463511,-0.001438072,0.002015677
-0.9132653,1.388311,1.290294,-0.0341036,0.0002662567,0.9677516,-0.04682433,-0.001324162,0.00265705
-0.9080478,1.474395,1.11829,-0.03010551,0.001920067,0.8612468,-0.04236908,-0.00165916,0.002679723
-0.9080478,1.474395,1.11829,-0.03010551,0.001920067,1.125556,-0.05217853,-0.001857205,0.002895417
-0.9704136,0.9981481,1.072208,-0.02559019,0.005494399,0.8958542,-0.03320436,-0.0009833714,0.001733652
-0.4365483,1.84266,1.128132,-0.03379607,-0.001629062,0.9806272,-0.03295267,-0.001089797,0.001127402
0.09050373,0.6785243,1.072376,-0.03471949,0.008428296,1.036725,-0.03478335,-0.001335406,0.001759712
-1.381783,1.919259,1.072376,-0.03471949,0.008428296,1.210973,-0.04858934,-0.002327669,0.002288517
-1.050294,2.035846,1.401943,-0.03351708,0.0003418185,1.107452,-0.05030352,-0.002167649,0.002516552
-0.8725903,2.588418,1.435254,-0.03747417,-0.0008045991,1.107452,-0.05030352,-0.002167649,0.002516552
-0.5595517,1.40814,1.18504,-0.02636997,-0.00112512,0.9266833,-0.04786062,-0.001987122,0.003170997
-0.5595517,1.40814,1.281868,-0.03841024,-0.001977807,1.130574,-0.0432719,-0.001806412,0.00179971
-0.5595517,1.40814,0.9553399,-0.02421248,0.008564858,1.091473,-0.04553872,-0.001662891,0.002229587
-0.5595517,1.40814,1.038603,-0.02504995,0.007446294,1.136998,-0.03369762,-0.001700565,0.001301792
-0.5595517,1.40814,1.038603,-0.02504995,0.007446294,1.114028,-0.03151242,-0.001476797,0.001287346
-0.3577185,1.557289,1.134935,-0.02919648,0.00346325,0.8877062,-0.04033131,-0.001277357,0.002489393
-0.5883591,1.367141,0.8414988,-0.02528456,0.002870264,0.9474289,-0.04628854,-0.001240777,0.002720136
-0.5883591,1.367141,1.017526,-0.02805874,-0.0009769817,1.11072,-0.02862157,-0.001000287,0.0008064005
-0.9107901,1.49907,0.8765354,-0.01779589,-0.002627286,1.125179,-0.03668671,-0.0009536321,0.001348671
-0.9381045,1.66045,1.437563,-0.03789843,-0.0003748685,1.040915,-0.0440182,-0.001730985,0.002393413
-0.7683357,1.722236,1.391373,-0.03037479,0.00284347,1.177141,-0.04460334,-0.001488567,0.001896941
-0.7683357,1.722236,0.9205338,-0.01795923,0.005899247,0.9894003,-0.03429868,-0.0009687471,0.001666839
-1.767651,2.838738,1.297715,-0.03912307,0.001881165,1.022304,-0.04490689,-0.001058628,0.00197846
-0.578885,1.451672,1.027508,-0.02502521,0.001916202,1.060378,-0.04998239,-0.001530829,0.002542737
-0.578885,1.451672,1.210429,-0.03184156,0.003849861,1.054583,-0.0493531,-0.00118197,0.002336839
-0.8302002,1.436826,1.491137,-0.03801634,-0.0002315259,1.084769,-0.0495646,-0.001701149,0.002637108
-0.8302002,1.436826,0.9748269,-0.01804779,-0.001310287,0.8932361,-0.04864093,-0.001858621,0.003174726
-0.8302002,1.436826,0.819808,-0.01897075,0.001711892,0.9131081,-0.05031473,-0.002099085,0.003270596
-0.4122798,1.263671,1.379143,-0.03526636,-0.002876966,1.054051,-0.04601014,-0.001674323,0.00239079
-0.4122798,1.263671,1.358391,-0.03625252,0.001506633,0.8900054,-0.04014674,-0.001392093,0.00231195
-0.9504791,1.674948,1.000789,-0.0279574,0.00215918,1.210236,-0.04599286,-0.001561765,0.001794356
-0.5412626,1.234211,1.000789,-0.0279574,0.00215918,1.004787,-0.03827019,-0.001694705,0.002215564
-0.5412626,1.234211,1.319964,-0.03039054,-0.004975961,1.004787,-0.03827019,-0.001694705,0.002215564
-0.5412626,1.234211,1.487702,-0.03004568,8.775527e-05,0.9754275,-0.04577575,-0.001804216,0.003142703
-0.5412626,1.234211,1.359292,-0.03392194,-0.001637277,1.074548,-0.05063389,-0.002185216,0.002586481
-0.2640668,1.074051,1.276034,-0.03808787,0.004670292,1.074548,-0.05063389,-0.002185216,0.002586481
-1.308902,1.94503,1.261226,-0.03309761,-0.001436958,0.9218914,-0.0474807,-0.001883081,0.003043939
-1.293554,2.249678,1.075177,-0.02558617,0.008374507,0.9218914,-0.0474807,-0.001883081,0.003043939
-0.344769,0.7950095,1.277776,-0.03699523,-0.005615039,1.123853,-0.03730756,-0.002048266,0.001979374
-0.344769,0.7950095,1.193798,-0.03169616,0.006094881,1.074104,-0.03590196,-0.001346971,0.001674554
-0.344769,0.7950095,1.31361,-0.03474018,0.003746313,1.135162,-0.03586477,-0.001676805,0.001677129
-0.344769,0.7950095,1.210486,-0.02309169,-0.001231339,1.168929,-0.04009144,-0.001802278,0.002108618
-1.219792,1.868804,1.368214,-0.04010216,0.0007465919,0.9656884,-0.04010245,-0.001231515,0.002424345
-1.219792,1.868804,1.467487,-0.03503602,-0.002909033,0.9656884,-0.04010245,-0.001231515,0.002424345
-0.4437943,1.035602,1.0478,-0.02806996,0.004357289,0.9315837,-0.03394967,-0.001446714,0.001999561
-0.2980249,1.233957,1.363284,-0.03934937,-0.0007072377,1.030183,-0.03977448,-0.001450549,0.001888506
-0.4850975,1.397573,1.014079,-0.01993089,-0.0005548712,1.085591,-0.04822528,-0.0017025,0.002627445
-0.4850975,1.397573,1.402762,-0.0345555,0.002371475,1.053134,-0.04120199,-0.001546529,0.001961666
-0.04908777,0.190028,1.226391,-0.02674004,-0.001429572,1.076472,-0.0395525,-0.001392666,0.001912295
-0.04908777,0.190028,1.110916,-0.02625708,-0.003308169,1.2795,-0.04278092,-0.001231788,0.0009622513
-0.2938415,0.6895479,1.276453,-0.03065774,0.0043151,1.025508,-0.03301591,-0.001481688,0.001471773
-0.2938415,0.6895479,1.323046,-0.03608002,-0.002206489,0.9857955,-0.0347936,-0.001412545,0.001826772
-0.2034848,0.8602785,1.148998,-0.03107944,0.001752829,1.207885,-0.0429019,-0.001350739,0.001363602
-0.2034848,0.8602785,1.172687,-0.02451896,0.001655332,1.184061,-0.04392172,-0.001445594,0.001800029
-0.2034848,0.8602785,1.324791,-0.03831183,-0.003478975,1.027986,-0.03733245,-0.00148,0.001965317
-0.2034848,0.8602785,1.042173,-0.02590639,-0.00237101,0.8852014,-0.04609316,-0.001306623,0.002707238
-0.8924856,1.856167,1.312904,-0.03263666,-0.004766425,0.8852014,-0.04609316,-0.001306623,0.002707238
-1.016067,1.929214,1.281842,-0.04209192,-0.001356575,1.070179,-0.03881625,-0.001252615,0.001990385
-1.180204,1.533348,1.434886,-0.03825008,-0.003056072,1.237921,-0.03848982,-0.00168588,0.001255883
-1.180204,1.533348,1.333379,-0.04186606,0.000161379,1.130529,-0.04394817,-0.002091233,0.002382107
-0.4709118,1.084011,1.333379,-0.04186606,0.000161379,1.10767,-0.0385995,-0.001710049,0.0018721
-0.4709118,1.084011,1.325714,-0.02418077,0.001702424,1.066005,-0.05271298,-0.001660095,0.002870505
-0.5288897,0.6113042,1.559486,-0.04698075,0.002298911,1.018066,-0.02909088,-0.001279241,0.001092419
-0.5288897,0.6113042,1.559486,-0.04698075,0.002298911,0.7032666,-0.03837708,-0.001100602,0.002530201
-0.5288897,0.6113042,1.055939,-0.0264291,0.001964387,1.030513,-0.04104423,-0.001512635,0.002294353
-0.5288897,0.6113042,1.266651,-0.03033567,0.0001649558,1.082568,-0.03618869,-0.001516901,0.001732653
-0.781981,1.615274,1.631682,-0.04724116,-0.001694874,1.171427,-0.04018281,-0.001207298,0.001593552
-0.781981,1.615274,1.127002,-0.0352767,0.003392943,1.175865,-0.04374414,-0.001586231,0.001783254
-1.201316,1.443,1.024828,-0.02400123,0.003795225,1.07193,-0.0436749,-0.001321805,0.001879267
-0.2679422,0.6804783,1.040995,-0.0265975,0.004613731,1.197134,-0.05496045,-0.001520279,0.002366454
-0.8300266,1.363082,0.9498451,-0.01724573,0.002209809,0.9884821,-0.04667506,-0.001507566,0.002429006
-0.4344292,1.278937,0.9498451,-0.01724573,0.002209809,0.9405676,-0.04611612,-0.001903503,0.002726071
-1.391959,2.268719,0.8831267,-0.02029525,0.004728874,0.9488285,-0.04709078,-0.001396896,0.002598087
-0.8423144,2.166749,0.8831267,-0.02029525,0.004728874,0.8774183,-0.04018513,-0.001170536,0.002629741
-0.8398322,1.709716,1.119466,-0.02819566,0.007548111,1.207152,-0.03418202,-0.001387772,0.0006943933
-0.8091576,1.28218,1.08407,-0.02719063,0.004066766,0.940112,-0.03773526,-0.0009279605,0.002348306
-0.4808532,1.227174,1.319608,-0.02913391,-0.003285037,0.940112,-0.03773526,-0.0009279605,0.002348306
-0.4808532,1.227174,1.319811,-0.03701574,-0.0004133857,1.10756,-0.04612603,-0.001819499,0.002282763
-1.58993,2.345921,1.302221,-0.0371081,-0.001405776,1.339154,-0.04520818,-0.001881768,0.001279606
-0.8770665,2.071287,0.7047165,-0.01078696,-0.0007983852,1.165201,-0.04752515,-0.001421692,0.001938564
-0.4615298,1.819862,0.9974153,-0.03370803,0.003553759,1.165648,-0.0433285,-0.001465426,0.00157816
-0.7068886,1.401644,0.9974153,-0.03370803,0.003553759,1.155474,-0.04580717,-0.001185707,0.001461069
-0.8690647,1.802432,1.302799,-0.03716974,0.004897288,1.002994,-0.04244159,-0.001344104,0.001979859
-1.434914,1.623024,1.490783,-0.04903774,0.001023476,1.135656,-0.04072288,-0.001713403,0.00174964
-0.9948713,2.343366,0.8991943,-0.02857061,0.004507676,0.9443152,-0.04366344,-0.001617199,0.002543582
-1.547325,2.035868,1.246591,-0.02671166,0.0006632006,1.120082,-0.04817412,-0.001377808,0.002197823
-0.4886049,1.387733,1.229738,-0.02514108,0.005032394,1.00739,-0.05046286,-0.001671635,0.002645269
-0.4886049,1.387733,1.225645,-0.02737479,-0.0006943195,1.016134,-0.0415302,-0.001789275,0.002460538
-0.4971522,1.377623,1.163892,-0.03154926,0.006025856,1.024141,-0.04756194,-0.00176094,0.00292887
-0.4971522,1.377623,1.101167,-0.02555242,0.00381132,1.024141,-0.04756194,-0.00176094,0.00292887
-0.4971522,1.377623,1.318586,-0.03983343,0.002155915,0.7763034,-0.03931689,-0.001471509,0.002840061
-0.4971522,1.377623,1.555996,-0.03567294,-0.005469053,1.139832,-0.04367774,-0.001810048,0.001737417
-0.7280003,1.29159,1.411074,-0.03517036,-0.004279364,1.133544,-0.03953616,-0.001557068,0.001718162
-1.024878,1.081708,1.118329,-0.02439966,0.001225186,1.201909,-0.04877346,-0.001767183,0.002222585
-1.005767,1.558719,0.9994384,-0.03042333,0.002335307,1.128946,-0.03677988,-0.001542145,0.001250571
-1.122544,1.962373,1.08263,-0.02467128,0.0007155128,1.070482,-0.04428182,-0.001634916,0.002333034
-0.651671,1.493355,1.08263,-0.02467128,0.0007155128,0.8431879,-0.02841666,-0.00130762,0.002021748
-0.6587617,1.494643,1.348711,-0.03514155,-0.003032813,0.9860732,-0.03950398,-0.001770482,0.002260594
-0.6587617,1.494643,1.380312,-0.03626097,-0.001575421,1.05628,-0.03459985,-0.002163493,0.001721566
-1.102247,1.494577,1.263971,-0.03479082,-0.0007239515,1.075896,-0.04462963,-0.001646409,0.002415415
-0.8018597,1.742067,1.473427,-0.05042141,0.002556249,1.055529,-0.04592362,-0.001252294,0.00237492
-0.8018597,1.742067,0.999926,-0.02104855,0.001620042,1.065477,-0.0483856,-0.001062427,0.002149248
-0.8417584,1.936412,1.249974,-0.02517677,0.004919379,0.9867544,-0.04674596,-0.002022069,0.002783155
-1.711434,2.471429,0.885702,-0.02704359,0.005354346,1.200014,-0.04074842,-0.0015937,0.001498829
-1.071914,2.030723,0.885702,-0.02704359,0.005354346,0.9985975,-0.04500006,-0.001878933,0.002598107
-1.625392,2.07345,0.878629,-0.02100019,0.00637521,0.9871793,-0.03836924,-0.001446879,0.002407061
-1.027937,1.86721,1.29299,-0.03922185,0.001684375,0.9871793,-0.03836924,-0.001446879,0.002407061
-1.007346,1.926813,1.29299,-0.03922185,0.001684375,1.075627,-0.0404212,-0.001718257,0.0020584
-0.3305881,1.149802,0.8747482,-0.02064672,0.001706693,1.15317,-0.03411972,-0.0008006001,0.000851755
-0.5183258,1.286001,1.455015,-0.04062237,-0.005126919,1.177887,-0.04016929,-0.001343115,0.001523172
-0.5183258,1.286001,1.135707,-0.02835357,-0.002970019,0.8373314,-0.04234554,-0.001012454,0.002586195
-1.029727,2.073737,1.086602,-0.02362567,0.004997713,1.088302,-0.04212229,-0.001443286,0.002070213
-1.025645,1.368214,1.080397,-0.01919252,0.002110327,1.044126,-0.0323844,-0.001462413,0.001362797
-1.025645,1.368214,1.080397,-0.01919252,0.002110327,1.085999,-0.0454283,-0.001740514,0.002132875
-0.7079718,0.6588524,1.198965,-0.02517635,0.00293978,1.086942,-0.04062713,-0.001438416,0.001910034
-0.7079718,0.6588524,0.9278247,-0.02318464,0.0007602058,1.021898,-0.04764011,-0.001701147,0.002580051
-0.9644169,1.403081,0.9278247,-0.02318464,0.0007602058,1.021898,-0.04764011,-0.001701147,0.002580051
-0.9644169,1.403081,1.073274,-0.02161508,-0.003223526,1.122639,-0.04310436,-0.0013723,0.001938703
-0.9644169,1.403081,1.190022,-0.02803174,0.003439051,0.9020469,-0.0361709,-0.001221698,0.001974762
-0.5357368,1.363654,1.190022,-0.02803174,0.003439051,0.997658,-0.03755136,-0.001023623,0.001521811
-0.5357368,1.363654,1.327477,-0.04348954,0.0007946927,0.9878095,-0.03489031,-0.001551041,0.002036866
-0.5357368,1.363654,1.215006,-0.02817533,-0.0002629372,1.07292,-0.03893168,-0.00161746,0.00197118
-0.7185752,1.619096,1.255691,-0.0233659,0.002998298,1.051309,-0.04197396,-0.001780599,0.002388998
-0.7185752,1.619096,1.138304,-0.03058979,0.003504439,1.330337,-0.0479866,-0.001867027,0.00166342
-0.8217974,1.404803,1.345053,-0.03542865,0.001811964,0.9675083,-0.04068324,-0.001842823,0.002647104
-1.661176,2.48252,1.302258,-0.03143037,0.003178912,1.007483,-0.03867342,-0.001568232,0.002079132
-0.3660588,1.69446,1.282374,-0.04431307,0.006155237,1.066332,-0.04025952,-0.001730695,0.001898731
-0.2044255,0.9964527,1.282374,-0.04431307,0.006155237,0.9463474,-0.0369807,-0.001239579,0.002106837
-0.2044255,0.9964527,1.241176,-0.03570467,0.003450637,1.031918,-0.03137778,-0.001064728,0.001220156
-0.4772029,0.7400645,1.270409,-0.02617955,0.001367103,1.182897,-0.03829948,-0.001025333,0.001301917
-0.4772029,0.7400645,1.212338,-0.03535205,0.002818163,1.048273,-0.0482663,-0.001296827,0.002695025
-0.4772029,0.7400645,1.212338,-0.03535205,0.002818163,0.8864161,-0.04405339,-0.0009608008,0.002336575
-0.4772029,0.7400645,1.481707,-0.03759767,0.001815492,1.151006,-0.04626805,-0.001526243,0.002215095
-0.4772029,0.7400645,0.8737776,-0.02006605,0.006556062,1.051279,-0.04102159,-0.002104108,0.002531654
-1.151884,1.435517,1.528326,-0.04721076,-0.001523595,1.248464,-0.03476398,-0.001544812,0.001334035
-1.128054,1.861443,1.215072,-0.03318961,-0.0004798137,1.112281,-0.03871333,-0.001215207,0.00152073
-0.7023304,2.093981,1.009824,-0.0237128,0.004204876,1.092067,-0.04384777,-0.001439086,0.002204874
-1.157213,1.879035,0.8160751,-0.01401741,-0.004228661,1.120688,-0.04347624,-0.001304343,0.002368611
-0.5496297,2.063674,1.00528,-0.01629701,-0.003169945,0.9522649,-0.03533258,-0.001432919,0.00213808
-0.5248807,1.587803,1.289542,-0.03903115,-0.0007531308,1.195144,-0.04256616,-0.001934477,0.00187849
-0.5248807,1.587803,1.289542,-0.03903115,-0.0007531308,0.9272589,-0.03779538,-0.001308432,0.002103283
-1.181644,1.454749,1.368811,-0.03855893,-0.0001155073,0.9187452,-0.04638066,-0.00115367,0.002845182
-0.07593057,1.423111,1.633421,-0.05374759,0.000403493,1.081839,-0.04205282,-0.001653813,0.002078174
-1.076054,1.455567,1.349102,-0.04367605,0.001383158,1.172454,-0.04282191,-0.001782305,0.001876055
-0.9734542,1.361679,0.9992583,-0.01379243,-0.001165326,1.022527,-0.04237923,-0.00171001,0.002255038
-0.9734542,1.361679,1.321209,-0.02590541,-0.0006841125,0.8601604,-0.04332567,-0.001596073,0.003203964
-0.7999157,1.585239,1.145846,-0.02981821,0.002867488,1.04013,-0.04094546,-0.001572013,0.002215737
-0.9613295,1.735433,1.153302,-0.03406941,-0.0005902648,1.141922,-0.04369196,-0.001605264,0.001853881
-0.6164385,1.165623,1.321544,-0.0454683,0.0002017648,1.128326,-0.04803657,-0.001690348,0.002426332
-1.001695,1.633897,1.368347,-0.03733308,0.0006299078,1.050473,-0.04124287,-0.001543464,0.002074842
-0.2785171,0.9021475,1.451797,-0.03402157,0.002184361,1.089583,-0.04755407,-0.001941737,0.002499068
-0.2785171,0.9021475,1.070401,-0.02600085,0.005250114,1.063789,-0.0431788,-0.002003288,0.002597193
-0.2785171,0.9021475,1.35135,-0.03581379,-0.005363028,1.180941,-0.0414016,-0.001934317,0.001772444
-0.2785171,0.9021475,1.120432,-0.03280961,-0.001805869,1.052224,-0.04108851,-0.001616653,0.00171753
-0.2785171,0.9021475,1.076665,-0.02331684,-0.002397386,1.010283,-0.03612827,-0.001215668,0.001801113
-0.6565365,1.027846,1.303408,-0.02929954,0.0003476616,1.016671,-0.04843498,-0.002078611,0.00261754
-0.6565365,1.027846,1.204727,-0.02314587,0.002577618,0.9931579,-0.04632106,-0.001603194,0.002814069
-0.8519984,1.65556,1.204727,-0.02314587,0.002577618,1.088582,-0.03463191,-0.0006395817,0.000834823
-0.6755118,1.23402,1.204727,-0.02314587,0.002577618,1.177069,-0.0477756,-0.001649984,0.002176037
-0.325844,1.007587,1.038628,-0.01973915,0.002348572,1.185332,-0.03689201,-0.001615949,0.001687158
-0.325844,1.007587,0.942124,-0.02334474,0.005520387,1.111807,-0.04022971,-0.001579164,0.00207254
-0.325844,1.007587,0.8567184,-0.01645571,0.004600283,1.051964,-0.03577052,-0.00111245,0.001869822
-0.5857919,1.125107,1.176784,-0.03531381,0.00291455,0.9190821,-0.03599237,-0.001650725,0.002457264
-0.5857919,1.125107,1.34076,-0.03288346,-0.0004968906,0.9608596,-0.03561925,-0.0007998921,0.002001663
-0.4861998,1.746442,1.34076,-0.03288346,-0.0004968906,0.9023025,-0.05154138,-0.001699833,0.003454289
-1.025891,1.735815,0.970696,-0.0203663,0.001223851,0.9365917,-0.03435749,-0.001415197,0.002004078
-1.025891,1.735815,0.970696,-0.0203663,0.001223851,0.9314905,-0.04159889,-0.002329553,0.00301202
-0.5582356,1.640366,1.270792,-0.03686323,0.002740056,1.056343,-0.05324689,-0.001381771,0.002881924
-0.8353373,1.828526,1.292043,-0.03792687,0.0005878651,1.005143,-0.04348283,-0.001277485,0.002098261
-0.7946219,1.076337,1.65009,-0.05607125,-0.003338744,1.169501,-0.04045587,-0.001757109,0.001677413
-0.2333286,1.400132,1.328027,-0.03593056,-0.001125062,1.120079,-0.04268089,-0.001533771,0.001957666
-0.5654192,1.552906,1.088028,-0.03409399,0.001589712,1.301324,-0.04910811,-0.001342156,0.001542532
-0.8868823,1.554093,0.8391751,-0.006422011,0.006285282,1.073359,-0.04386413,-0.001464832,0.002253033
-0.6129657,1.063184,0.9344411,-0.02253241,0.01089491,1.148229,-0.04478315,-0.002455739,0.002463739
-0.5814203,1.544676,1.747726,-0.05294104,-0.005183808,1.109334,-0.03637203,-0.00169015,0.001418632
-0.5814203,1.544676,1.171333,-0.02087667,-0.001049159,1.125535,-0.04538927,-0.002032676,0.002214041
-0.8741977,1.324374,1.069432,-0.02643612,0.00245738,1.178935,-0.0337168,-0.001808106,0.001288876
-0.8738939,1.255499,1.069432,-0.02643612,0.00245738,1.023789,-0.04730192,-0.001673385,0.002845786
